tr|A0A2L2SPC1|A0A2L2SPC1_9HYPO	f2b4762f317aac8db1bfab50df1985bf	674	Pfam	PF00732	GMC oxidoreductase	18	321	4.6E-39	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
AAR89538.1	aa699a4de3c7a6397094c17b080d6783	665	Pfam	PF00732	GMC oxidoreductase	8	310	1.8E-41	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
AAR89538.1	aa699a4de3c7a6397094c17b080d6783	665	Pfam	PF05199	GMC oxidoreductase	427	631	1.0E-20	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A3M7BEA0|A0A3M7BEA0_HORWE	ac541480834f90693f19ebddcf513379	665	Pfam	PF00732	GMC oxidoreductase	8	310	4.5E-38	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A3M7BEA0|A0A3M7BEA0_HORWE	ac541480834f90693f19ebddcf513379	665	Pfam	PF05199	GMC oxidoreductase	427	631	3.7E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A2T2NH42|A0A2T2NH42_CORCC	9c378fd4b8836f14ed8dc9485ab0da2e	665	Pfam	PF00732	GMC oxidoreductase	8	310	1.6E-41	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A2T2NH42|A0A2T2NH42_CORCC	9c378fd4b8836f14ed8dc9485ab0da2e	665	Pfam	PF05199	GMC oxidoreductase	427	631	3.1E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A4R0RDJ8|A0A4R0RDJ8_9APHY	8c0ed83a7527975dc3316af48c2c60b9	652	Pfam	PF00732	GMC oxidoreductase	8	314	3.3E-32	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A4R0RDJ8|A0A4R0RDJ8_9APHY	8c0ed83a7527975dc3316af48c2c60b9	652	Pfam	PF05199	GMC oxidoreductase	428	615	1.6E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|S8FNA5|S8FNA5_FOMSC	c68abc488527f349c060d2b9283c22e7	649	Pfam	PF05199	GMC oxidoreductase	427	614	1.3E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|S8FNA5|S8FNA5_FOMSC	c68abc488527f349c060d2b9283c22e7	649	Pfam	PF00732	GMC oxidoreductase	7	313	5.3E-32	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A1Y2EKH6|A0A1Y2EKH6_9PEZI	9a7a5e42372274b3877d0f38add1de02	667	Pfam	PF00732	GMC oxidoreductase	8	311	1.9E-37	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A1Y2EKH6|A0A1Y2EKH6_9PEZI	9a7a5e42372274b3877d0f38add1de02	667	Pfam	PF05199	GMC oxidoreductase	428	633	4.5E-23	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|W3XJD9|W3XJD9_PESFW	477118cf2275b912d6bfec592347ab2e	667	Pfam	PF05199	GMC oxidoreductase	428	633	1.3E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|W3XJD9|W3XJD9_PESFW	477118cf2275b912d6bfec592347ab2e	667	Pfam	PF00732	GMC oxidoreductase	8	311	1.2E-36	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A423XHQ7|A0A423XHQ7_9PEZI	758f3c2b976cf4ad5c8375d9312a3bf8	675	Pfam	PF05199	GMC oxidoreductase	436	641	1.3E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A423XHQ7|A0A423XHQ7_9PEZI	758f3c2b976cf4ad5c8375d9312a3bf8	675	Pfam	PF00732	GMC oxidoreductase	17	319	5.0E-39	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A0D2BJ30|A0A0D2BJ30_9EURO	037ece1c3bcdd10703a5ac3fd1b7fcef	667	Pfam	PF05199	GMC oxidoreductase	428	633	2.6E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A0D2BJ30|A0A0D2BJ30_9EURO	037ece1c3bcdd10703a5ac3fd1b7fcef	667	Pfam	PF00732	GMC oxidoreductase	8	310	3.5E-39	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A3N4KCJ7|A0A3N4KCJ7_9PEZI	29aec02169e04b54fc2b8c95f868cb75	634	Pfam	PF00732	GMC oxidoreductase	8	311	1.5E-40	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A3N4KCJ7|A0A3N4KCJ7_9PEZI	29aec02169e04b54fc2b8c95f868cb75	634	Pfam	PF05199	GMC oxidoreductase	424	617	5.2E-23	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A2V5HC18|A0A2V5HC18_ASPV1	4707fd220d76d67bc23063c6b9573407	666	Pfam	PF05199	GMC oxidoreductase	427	632	3.2E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A2V5HC18|A0A2V5HC18_ASPV1	4707fd220d76d67bc23063c6b9573407	666	Pfam	PF00732	GMC oxidoreductase	7	310	7.0E-43	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A2I2F6L9|A0A2I2F6L9_ASPCN	ec2611457499f1d34a1dc8e0eac67a3c	668	Pfam	PF05199	GMC oxidoreductase	429	634	1.5E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A2I2F6L9|A0A2I2F6L9_ASPCN	ec2611457499f1d34a1dc8e0eac67a3c	668	Pfam	PF00732	GMC oxidoreductase	8	310	1.1E-40	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
AAF82788.1	6e2b835e8c20019f42635931f9e4a8c5	665	Pfam	PF05199	GMC oxidoreductase	427	631	1.8E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
AAF82788.1	6e2b835e8c20019f42635931f9e4a8c5	665	Pfam	PF00732	GMC oxidoreductase	8	310	6.0E-41	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|G4N5G7|G4N5G7_MAGO7	0d79a930fab23f78c70b9a9ad6665af2	687	Pfam	PF00732	GMC oxidoreductase	24	327	1.5E-38	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|G4N5G7|G4N5G7_MAGO7	0d79a930fab23f78c70b9a9ad6665af2	687	Pfam	PF05199	GMC oxidoreductase	448	653	4.7E-23	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A3D8SR04|A0A3D8SR04_9HELO	bc5a7d9e860c0464ea0add93c285357a	666	Pfam	PF00732	GMC oxidoreductase	8	310	3.0E-39	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A3D8SR04|A0A3D8SR04_9HELO	bc5a7d9e860c0464ea0add93c285357a	666	Pfam	PF05199	GMC oxidoreductase	427	632	3.9E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|G9NP24|G9NP24_HYPAI	013265c93ba981c52393da8bb669b3b3	674	Pfam	PF05199	GMC oxidoreductase	435	640	1.5E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|G9NP24|G9NP24_HYPAI	013265c93ba981c52393da8bb669b3b3	674	Pfam	PF00732	GMC oxidoreductase	16	318	3.0E-40	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A423XCC3|A0A423XCC3_9PEZI	2e6d036b1377aff0f2994896d4a43096	647	Pfam	PF05199	GMC oxidoreductase	433	633	1.3E-29	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A423XCC3|A0A423XCC3_9PEZI	2e6d036b1377aff0f2994896d4a43096	647	Pfam	PF00732	GMC oxidoreductase	20	326	1.3E-28	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A2H3BQD5|A0A2H3BQD5_9AGAR	3bab9cc290132b83a7ce9a4200faff0e	653	Pfam	PF05199	GMC oxidoreductase	427	614	6.0E-24	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A2H3BQD5|A0A2H3BQD5_9AGAR	3bab9cc290132b83a7ce9a4200faff0e	653	Pfam	PF00732	GMC oxidoreductase	8	313	1.1E-33	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A4R8R015|A0A4R8R015_COLTR	fd472e5f8d46197ae948a8eb0a9f9516	669	Pfam	PF05199	GMC oxidoreductase	429	635	4.0E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A4R8R015|A0A4R8R015_COLTR	fd472e5f8d46197ae948a8eb0a9f9516	669	Pfam	PF00732	GMC oxidoreductase	9	312	7.3E-40	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|S3CPI0|S3CPI0_GLAL2	0de3e853794b655ed517d5bef55a104d	667	Pfam	PF00732	GMC oxidoreductase	8	310	1.4E-39	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|S3CPI0|S3CPI0_GLAL2	0de3e853794b655ed517d5bef55a104d	667	Pfam	PF05199	GMC oxidoreductase	427	631	2.8E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A5N5QNB3|A0A5N5QNB3_9AGAM	b90492187f2feb875b7e73b36918fb4e	672	Pfam	PF05199	GMC oxidoreductase	420	614	6.3E-23	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A5N5QNB3|A0A5N5QNB3_9AGAM	b90492187f2feb875b7e73b36918fb4e	672	Pfam	PF00732	GMC oxidoreductase	15	311	1.5E-35	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A2S7P6M0|A0A2S7P6M0_9HELO	5d85b6f06c5c6d270e2cb705150a308c	682	Pfam	PF00732	GMC oxidoreductase	7	325	7.5E-40	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A2S7P6M0|A0A2S7P6M0_9HELO	5d85b6f06c5c6d270e2cb705150a308c	682	Pfam	PF05199	GMC oxidoreductase	442	646	2.1E-20	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A2T3AAA4|A0A2T3AAA4_9PEZI	5b7200b358f111236375af4d1f9c870d	675	Pfam	PF00732	GMC oxidoreductase	17	319	2.7E-38	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A2T3AAA4|A0A2T3AAA4_9PEZI	5b7200b358f111236375af4d1f9c870d	675	Pfam	PF05199	GMC oxidoreductase	436	641	1.9E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A0A2L8C1|A0A0A2L8C1_PENIT	2aaa5c16eae6f4e0537dd74fa7ada618	666	Pfam	PF05199	GMC oxidoreductase	427	632	2.9E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A0A2L8C1|A0A0A2L8C1_PENIT	2aaa5c16eae6f4e0537dd74fa7ada618	666	Pfam	PF00732	GMC oxidoreductase	8	310	9.4E-40	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
XP_007868339.1	4af2aee92f0636eed46b3501465aad7d	651	Pfam	PF00732	GMC oxidoreductase	8	313	2.8E-33	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
XP_007868339.1	4af2aee92f0636eed46b3501465aad7d	651	Pfam	PF05199	GMC oxidoreductase	427	614	1.7E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|S7RFS3|S7RFS3_GLOTA	4af2aee92f0636eed46b3501465aad7d	651	Pfam	PF00732	GMC oxidoreductase	8	313	2.8E-33	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|S7RFS3|S7RFS3_GLOTA	4af2aee92f0636eed46b3501465aad7d	651	Pfam	PF05199	GMC oxidoreductase	427	614	1.7E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|H6BU34|H6BU34_EXODN	3fcf64b93b41d776e376cd55347f80e8	666	Pfam	PF05199	GMC oxidoreductase	428	632	2.0E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|H6BU34|H6BU34_EXODN	3fcf64b93b41d776e376cd55347f80e8	666	Pfam	PF00732	GMC oxidoreductase	8	310	8.8E-39	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A1W2TQY8|A0A1W2TQY8_ROSNE	42e07ff00dbdef1e1749e9325abd473e	667	Pfam	PF05199	GMC oxidoreductase	428	633	2.9E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A1W2TQY8|A0A1W2TQY8_ROSNE	42e07ff00dbdef1e1749e9325abd473e	667	Pfam	PF00732	GMC oxidoreductase	8	311	1.7E-38	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A162IAZ2|A0A162IAZ2_9PEZI	00a254757fb569ef88c774a9cae2ca3c	667	Pfam	PF00732	GMC oxidoreductase	7	311	3.9E-39	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A162IAZ2|A0A162IAZ2_9PEZI	00a254757fb569ef88c774a9cae2ca3c	667	Pfam	PF05199	GMC oxidoreductase	428	633	1.3E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|Q2UNA0|Q2UNA0_ASPOR	ea80081a2d1a67c5892d23de89c02b7a	701	Pfam	PF05199	GMC oxidoreductase	441	531	0.0065	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|Q2UNA0|Q2UNA0_ASPOR	ea80081a2d1a67c5892d23de89c02b7a	701	Pfam	PF05199	GMC oxidoreductase	553	667	2.1E-15	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|Q2UNA0|Q2UNA0_ASPOR	ea80081a2d1a67c5892d23de89c02b7a	701	Pfam	PF00732	GMC oxidoreductase	8	324	2.6E-36	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|W3XFA4|W3XFA4_PESFW	b9ed57c1a0bfe44c9376958d17566eef	645	Pfam	PF05199	GMC oxidoreductase	435	630	9.5E-28	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|W3XFA4|W3XFA4_PESFW	b9ed57c1a0bfe44c9376958d17566eef	645	Pfam	PF00732	GMC oxidoreductase	20	324	3.9E-28	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A1C1C6C4|A0A1C1C6C4_9EURO	5efc6d5852a57130057838ce1b8295d5	685	Pfam	PF05199	GMC oxidoreductase	548	622	2.4E-11	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A1C1C6C4|A0A1C1C6C4_9EURO	5efc6d5852a57130057838ce1b8295d5	685	Pfam	PF05199	GMC oxidoreductase	429	515	0.067	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A1C1C6C4|A0A1C1C6C4_9EURO	5efc6d5852a57130057838ce1b8295d5	685	Pfam	PF00732	GMC oxidoreductase	8	310	1.6E-38	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|W3WUF6|W3WUF6_PESFW	9235e49b3d171d34dea9023327fbfab4	642	Pfam	PF00732	GMC oxidoreductase	20	330	1.1E-27	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|W3WUF6|W3WUF6_PESFW	9235e49b3d171d34dea9023327fbfab4	642	Pfam	PF05199	GMC oxidoreductase	439	628	6.6E-31	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
AAV66467.2	469f6b31363df8a46ea886da217e3565	663	Pfam	PF05199	GMC oxidoreductase	422	628	4.6E-24	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
AAV66467.2	469f6b31363df8a46ea886da217e3565	663	Pfam	PF00732	GMC oxidoreductase	7	310	1.5E-48	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A1Q8RSU2|A0A1Q8RSU2_9PEZI	38efad3a5fdded437b96437352d39b35	669	Pfam	PF00732	GMC oxidoreductase	9	312	2.3E-40	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A1Q8RSU2|A0A1Q8RSU2_9PEZI	38efad3a5fdded437b96437352d39b35	669	Pfam	PF05199	GMC oxidoreductase	429	635	2.7E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A1L9W0D4|A0A1L9W0D4_ASPGL	8339118eff4f0cd9663542372a624fcc	665	Pfam	PF05199	GMC oxidoreductase	427	631	5.3E-23	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A1L9W0D4|A0A1L9W0D4_ASPGL	8339118eff4f0cd9663542372a624fcc	665	Pfam	PF00732	GMC oxidoreductase	8	310	2.0E-42	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A072PRU7|A0A072PRU7_9EURO	5019b674d9b9ede61fbd53c1717039c9	666	Pfam	PF00732	GMC oxidoreductase	8	310	1.4E-38	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A072PRU7|A0A072PRU7_9EURO	5019b674d9b9ede61fbd53c1717039c9	666	Pfam	PF05199	GMC oxidoreductase	428	632	8.8E-20	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|W6MF75|W6MF75_9ASCO	31e2d18823ebb9700aca95ef58bd7634	663	Pfam	PF00732	GMC oxidoreductase	7	311	9.7E-47	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|W6MF75|W6MF75_9ASCO	31e2d18823ebb9700aca95ef58bd7634	663	Pfam	PF05199	GMC oxidoreductase	423	628	3.3E-23	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A364L1U6|A0A364L1U6_9EURO	e3d9b906032fc4cc5e8735bbf74de1f0	665	Pfam	PF00732	GMC oxidoreductase	8	310	5.3E-39	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A364L1U6|A0A364L1U6_9EURO	e3d9b906032fc4cc5e8735bbf74de1f0	665	Pfam	PF05199	GMC oxidoreductase	427	630	3.5E-21	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A369JI11|A0A369JI11_HYPMA	9d63a312c977692a73c24ce094cb36d0	651	Pfam	PF05199	GMC oxidoreductase	428	615	9.5E-24	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A369JI11|A0A369JI11_HYPMA	9d63a312c977692a73c24ce094cb36d0	651	Pfam	PF00732	GMC oxidoreductase	8	313	1.2E-33	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|W2RPG2|W2RPG2_9EURO	b86a255e25a1a5bc36b23bab29651cee	621	Pfam	PF05199	GMC oxidoreductase	425	608	1.2E-22	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|W2RPG2|W2RPG2_9EURO	b86a255e25a1a5bc36b23bab29651cee	621	Pfam	PF00732	GMC oxidoreductase	1	315	3.1E-34	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A1Y1Y8W2|A0A1Y1Y8W2_9PLEO	85028abf249ef5bdb4fe54dc5d3aa6bd	665	Pfam	PF00732	GMC oxidoreductase	8	310	2.5E-40	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A1Y1Y8W2|A0A1Y1Y8W2_9PLEO	85028abf249ef5bdb4fe54dc5d3aa6bd	665	Pfam	PF05199	GMC oxidoreductase	427	631	1.2E-20	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A5N6KBE6|A0A5N6KBE6_MONLA	1b9f4b39c9871ee1d71e02f2d69aaa84	649	Pfam	PF05199	GMC oxidoreductase	426	613	2.8E-20	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A5N6KBE6|A0A5N6KBE6_MONLA	1b9f4b39c9871ee1d71e02f2d69aaa84	649	Pfam	PF00732	GMC oxidoreductase	7	309	4.2E-41	T	13-12-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	-	-
tr|A0A0D1ZSC5|A0A0D1ZSC5_EXOME	e52938bb4f10471aacd755d2349ae09c	666	Pfam	PF05199	GMC oxidoreductase	428	515	0.025	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
tr|A0A0D1ZSC5|A0A0D1ZSC5_EXOME	e52938bb4f10471aacd755d2349ae09c	666	Pfam	PF05199	GMC oxidoreductase	550	632	9.9E-13	T	13-12-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	-	-
